address_id,address_service_id, Simillar,address_name,address_service_name,address_type,address_service_prefix,address_parent,address-service_parent
17242,4671,1,xã Xuân Thọ,Xuân Thọ,1,Xã,Huyện Triệu Sơn,Triệu Sơn
19983,7914,1,Thị trấn Cát Thành,Cát Thành,1,Thị trấn,Huyện Trực Ninh,Trực Ninh
19964,7915,1,Thị trấn Cổ Lễ,Cổ Lễ,1,Thị trấn,Huyện Trực Ninh,Trực Ninh
19971,7916,1,Xã Liêm Hải,Liêm Hải,1,Xã,Huyện Trực Ninh,Trực Ninh
19965,7917,1,Xã Phương Định,Phương Định,1,Xã,Huyện Trực Ninh,Trực Ninh
19968,7918,1,Xã Trực Chính,Trực Chính,1,Xã,Huyện Trực Ninh,Trực Ninh
19997,7919,1,Xã Trực Cường,Trực Cường,1,Xã,Huyện Trực Ninh,Trực Ninh
19995,7920,1,Xã Trực Đại,Trực Đại,1,Xã,Huyện Trực Ninh,Trực Ninh
19975,7921,1,Xã Trực Đạo,Trực Đạo,1,Xã,Huyện Trực Ninh,Trực Ninh
20003,7922,1,Xã Trực Hùng,Trực Hùng,1,Xã,Huyện Trực Ninh,Trực Ninh
19989,7924,1,Xã Trực Khang,Trực Khang,1,Xã,Huyện Trực Ninh,Trực Ninh
19993,7925,1,Xã Trực Mỹ,Trực Mỹ,1,Xã,Huyện Trực Ninh,Trực Ninh
19980,7926,1,Xã Trực Nội,Trực Nội,1,Xã,Huyện Trực Ninh,Trực Ninh
19999,7927,1,Xã Trực Phú,Trực Phú,1,Xã,Huyện Trực Ninh,Trực Ninh
20001,7928,1,Xã Trực Thái,Trực Thái,1,Xã,Huyện Trực Ninh,Trực Ninh
20005,7929,1,Xã Trực Thắng,Trực Thắng,1,Xã,Huyện Trực Ninh,Trực Ninh
19986,7930,1,Xã Trực Thanh,Trực Thanh,1,Xã,Huyện Trực Ninh,Trực Ninh
19991,7931,1,Xã Trực Thuận,Trực Thuận,1,Xã,Huyện Trực Ninh,Trực Ninh
19972,7932,1,Xã Trực Tuấn,Trực Tuấn,1,Xã,Huyện Trực Ninh,Trực Ninh
19970,7933,1,Xã Trung Đông,Trung Đông,1,Xã,Huyện Trực Ninh,Trực Ninh
19973,7934,1,Xã Việt Hùng,Việt Hùng,1,Xã,Huyện Trực Ninh,Trực Ninh
17916,12036,1,xã Cảnh Tiên,Cảnh Tiên,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17917,12037,1,xã Cao Thăng,Cao Thăng,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17918,12038,1,xã Chí Viễn,Chí Viễn,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17920,12040,1,xã Đình Minh,Đình Minh,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17921,12041,1,xã Đình Phong,Đình Phong,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17922,12042,1,xã Đoài Côn,Đoài Côn,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17923,12043,1,xã Đức Hồng,Đức Hồng,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17924,12044,1,xã Khâm Thành,Khâm Thành,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17925,12045,1,xã Lăng Hiếu,Lăng Hiếu,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17926,12046,1,xã Lăng Yên,Lăng Yên,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17927,12047,1,xã Ngọc Chung,Ngọc Chung,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17928,12048,1,xã Ngọc Côn,Ngọc Côn,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17929,12049,1,xã Ngọc Khê,Ngọc Khê,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17930,12050,1,xã Phong Châu,Phong Châu,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17931,12051,1,xã Phong Nậm,Phong Nậm,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17932,12052,1,xã Thân Giáp,Thân Giáp,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17933,12053,1,xã Thông Huề,Thông Huề,1,Xã,Huyện Trùng Khánh,Trùng Khánh
17915,12054,1,thị trấn Trùng Khánh,Trùng Khánh,1,Thị trấn,Huyện Trùng Khánh,Trùng Khánh
17934,12055,1,xã Trung Phúc,Trung Phúc,1,Xã,Huyện Trùng Khánh,Trùng Khánh
7102,5443,1,Xã An Thanh,An Thanh,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
7104,5445,1,Xã Cộng Lạc,Cộng Lạc,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
7105,5446,1,Xã Đại Đồng,Đại Đồng,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
7106,5447,1,Xã Đại Hợp,Đại Hợp,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
7107,5448,1,Xã Dân Chủ,Dân Chủ,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
7108,5449,1,Xã Đông Kỳ,Đông Kỳ,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
7109,5450,1,Xã Hà Kỳ,Hà Kỳ,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
7110,5451,1,Xã Hà Thanh,Hà Thanh,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
7111,5452,1,Xã Hưng Đạo,Hưng Đạo,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
7112,5453,1,Xã Kỳ Sơn,Kỳ Sơn,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
7113,5454,1,Xã Minh Đức,Minh Đức,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17676,5455,1,xã Ngọc Kỳ,Ngọc Kỳ,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17677,5456,1,xã Ngọc Sơn,Ngọc Sơn,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17678,5457,1,xã Nguyên Giáp,Nguyên Giáp,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17679,5458,1,xã Phượng Kỳ,Phượng Kỳ,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17680,5459,1,xã Quang Khải,Quang Khải,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17681,5460,1,xã Quảng Nghiệp,Quảng Nghiệp,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17683,5461,1,xã Quang Phục,Quang Phục,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17685,5462,1,xã Quang Trung,Quang Trung,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17687,5463,1,xã Tái Sơn,Tái Sơn,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17697,5464,1,xã Tân Kỳ,Tân Kỳ,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17688,5465,1,xã Tây Kỳ,Tây Kỳ,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17691,5466,1,xã Tiên Động,Tiên Động,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
7101,5467,1,Thị trấn Tứ Kỳ,Tứ Kỳ,1,Thị trấn,Huyện Tứ Kỳ,Tứ Kỳ
17693,5468,1,xã Tứ Xuyên,Tứ Xuyên,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
17696,5469,1,xã Văn Tố,Văn Tố,1,Xã,Huyện Tứ Kỳ,Tứ Kỳ
1112,19407,1,An Dương Vương,An Dương Vương,2,Đường,Từ Liêm,Từ Liêm
725,21043,1,Bùi Xuân Phái,Bùi Xuân Phái,2,Đường,Từ Liêm,Từ Liêm
906,21045,1,Cao Xuân Huy,Cao Xuân Huy,2,Đường,Từ Liêm,Từ Liêm
3918,21046,1,Cầu Cốc,Cầu Cốc,2,Đường,Từ Liêm,Từ Liêm
3898,19408,1,Cầu Diễn,Cầu Diễn,2,Đường,Từ Liêm,Từ Liêm
3898,21047,1,Cầu Diễn,Cầu Diễn,2,Đường,Từ Liêm,Từ Liêm
4924,1424,1,Thị trấn Cầu Diễn,Cầu Diễn,1,Thị trấn,Từ Liêm,Từ Liêm
20851,19409,1,Cầu Noi,Cầu Noi,2,Đường,Từ Liêm,Từ Liêm
2141,19410,1,Cầu Vồng,Cầu Vồng,2,Đường,Từ Liêm,Từ Liêm
25461,19411,1,Châu Đài,Châu Đài,2,Đường,Từ Liêm,Từ Liêm
718,21049,1,Châu Văn Liêm,Châu Văn Liêm,2,Đường,Từ Liêm,Từ Liêm
743,19413,1,Cổ Nhuế,Cổ Nhuế,2,Đường,Từ Liêm,Từ Liêm
3906,21060,1,Đại Linh,Đại Linh,2,Đường,Từ Liêm,Từ Liêm
140,21062,1,Đại Mỗ,Đại Mỗ,2,Đường,Từ Liêm,Từ Liêm
4926,1425,1,Xã Đại Mỗ,Đại Mỗ,1,Xã,Từ Liêm,Từ Liêm
734,21065,1,Đình Thôn,Đình Thôn,2,Đường,Từ Liêm,Từ Liêm
1135,21066,1,Đỗ Đình Thiện,Đỗ Đình Thiện,2,Đường,Từ Liêm,Từ Liêm
733,21067,1,Đỗ Đức Dục,Đỗ Đức Dục,2,Đường,Từ Liêm,Từ Liêm
21067,21068,1,Do Nha,Do Nha,2,Đường,Từ Liêm,Từ Liêm
887,19419,1,Đỗ Nhuận,Đỗ Nhuận,2,Phố,Từ Liêm,Từ Liêm
886,21069,1,Đỗ Xuân Hợp,Đỗ Xuân Hợp,2,Đường,Từ Liêm,Từ Liêm
749,21070,1,Đồng Bát,Đồng Bát,2,Đường,Từ Liêm,Từ Liêm
3900,21071,1,Đồng Me,Đồng Me,2,Đường,Từ Liêm,Từ Liêm
748,19420,1,Đông Ngạc,Đông Ngạc,2,đường,Từ Liêm,Từ Liêm
4927,1146,1,Xã Đông Ngạc,Đông Ngạc,1,Xã,Từ Liêm,Từ Liêm
884,19421,1,Đức Diễn,Đức Diễn,2,Đường,Từ Liêm,Từ Liêm
5109,19422,1,Đức Thắng,Đức Thắng,2,Đường,Từ Liêm,Từ Liêm
15742,21072,1,Dương Khuê,Dương Khuê,2,Đường,Từ Liêm,Từ Liêm
729,21075,1,Hàm Nghi,Hàm Nghi,2,Đường,Từ Liêm,Từ Liêm
5275,21076,1,Hồ Mễ Trì,Hồ Mễ Trì,2,Đường,Từ Liêm,Từ Liêm
735,19423,1,Hồ Tùng Mậu,Hồ Tùng Mậu,2,Đường,Từ Liêm,Từ Liêm
735,21077,1,Hồ Tùng Mậu,Hồ Tùng Mậu,2,Đường,Từ Liêm,Từ Liêm
915,21079,1,Hoài Thanh,Hoài Thanh,2,Đường,Từ Liêm,Từ Liêm
883,19424,1,Hoàng Công Chất,Hoàng Công Chất,2,Đường,Từ Liêm,Từ Liêm
883,21080,1,Hoàng Công Chất,Hoàng Công Chất,2,Đường,Từ Liêm,Từ Liêm
16887,19425,1,Hoàng Liên,Hoàng Liên,2,Đường,Từ Liêm,Từ Liêm
21263,19426,1,Hoàng Quốc Việt,Hoàng Quốc Việt,2,Đường,Từ Liêm,Từ Liêm
913,19427,1,Hoàng Tăng Bí,Hoàng Tăng Bí,2,Đường,Từ Liêm,Từ Liêm
3897,21085,1,Hòe Thị,Hòe Thị,2,Đường,Từ Liêm,Từ Liêm
4059,21086,1,Hữu Hưng,Hữu Hưng,2,Đường,Từ Liêm,Từ Liêm
1071,19433,1,Kẻ Vẽ,Kẻ Vẽ,2,Phố,Từ Liêm,Từ Liêm
964,19434,1,Kiều Mai,Kiều Mai,2,Đường,Từ Liêm,Từ Liêm
732,21095,1,Lê Đức Thọ,Lê Đức Thọ,2,Đường,Từ Liêm,Từ Liêm
712,21097,1,Lê Quang Đạo,Lê Quang Đạo,2,Đường,Từ Liêm,Từ Liêm
975,19435,1,Lê Văn Hiến,Lê Văn Hiến,2,Đường,Từ Liêm,Từ Liêm
741,21099,1,Liên Cơ,Liên Cơ,2,Đường,Từ Liêm,Từ Liêm
2117,1148,1,Liên Mạc,Liên Mạc,1,Xã,Từ Liêm,Từ Liêm
5368,21100,1,Lương Thế Vinh,Lương Thế Vinh,2,Đường,Từ Liêm,Từ Liêm
25317,21101,1,Lưu Hữu Phước,Lưu Hữu Phước,2,Đường,Từ Liêm,Từ Liêm
16909,19438,1,Mạc Xá,Mạc Xá,2,Phố,Từ Liêm,Từ Liêm
715,21103,1,Mễ Trì,Mễ Trì,2,đường,Từ Liêm,Từ Liêm
4929,1426,1,Xã Mễ Trì,Mễ Trì,1,Xã,Từ Liêm,Từ Liêm
731,21104,1,Mễ Trì Hạ,Mễ Trì Hạ,2,Đường,Từ Liêm,Từ Liêm
2122,21105,1,Mễ Trì Thượng,Mễ Trì Thượng,2,Đường,Từ Liêm,Từ Liêm
4056,21106,1,Miếu Đầm,Miếu Đầm,2,Đường,Từ Liêm,Từ Liêm
21066,21107,1,Miêu Nha,Miêu Nha,2,Đường,Từ Liêm,Từ Liêm
4930,1149,1,Xã Minh Khai,Minh Khai,1,Xã,Từ Liêm,Từ Liêm
714,21119,1,Mỹ Đình,Mỹ Đình,2,đường,Từ Liêm,Từ Liêm
3880,19439,1,Ngọa Long,Ngọa Long,2,Đường,Từ Liêm,Từ Liêm
3880,21121,1,Ngọa Long,Ngọa Long,2,Đường,Từ Liêm,Từ Liêm
730,21126,1,Nguyễn Cơ Thạch,Nguyễn Cơ Thạch,2,Đường,Từ Liêm,Từ Liêm
723,21127,1,Nguyễn Đổng Chi,Nguyễn Đổng Chi,2,Phố,Từ Liêm,Từ Liêm
3903,21128,1,Nguyễn Hoàng,Nguyễn Hoàng,2,Đường,Từ Liêm,Từ Liêm
717,21132,1,Nhân Mỹ,Nhân Mỹ,2,Đường,Từ Liêm,Từ Liêm
22443,19443,1,Nhật Tảo,Nhật Tảo,2,Đường,Từ Liêm,Từ Liêm
980,19444,1,Nhổn,Nhổn,2,Đường,Từ Liêm,Từ Liêm
980,21133,1,Nhổn,Nhổn,2,Đường,Từ Liêm,Từ Liêm
5069,21134,1,Nhuệ Giang,Nhuệ Giang,2,Đường,Từ Liêm,Từ Liêm
740,21136,1,Phạm Hùng,Phạm Hùng,2,Đường,Từ Liêm,Từ Liêm
719,19446,1,Phạm Văn Đồng,Phạm Văn Đồng,2,Đường,Từ Liêm,Từ Liêm
719,21137,1,Phạm Văn Đồng,Phạm Văn Đồng,2,Đường,Từ Liêm,Từ Liêm
3933,19447,1,Phan Bá Vành,Phan Bá Vành,2,Đường,Từ Liêm,Từ Liêm
16907,19448,1,Phố Đăm,Phố Đăm,2,Đường,Từ Liêm,Từ Liêm
4070,19449,1,Phố Viên,Phố Viên,2,Đường,Từ Liêm,Từ Liêm
897,19450,1,Phú Diễn,Phú Diễn,2,Đường,Từ Liêm,Từ Liêm
4932,1150,1,Xã Phú Diễn,Phú Diễn,1,Phường,Từ Liêm,Từ Liêm
3899,21138,1,Phú Đô,Phú Đô,2,Đường,Từ Liêm,Từ Liêm
3909,19451,1,Phú Kiều,Phú Kiều,2,Đường,Từ Liêm,Từ Liêm
3931,19452,1,Phú Minh,Phú Minh,2,Đường,Từ Liêm,Từ Liêm
724,21140,1,Phú Mỹ,Phú Mỹ,2,Đường,Từ Liêm,Từ Liêm
898,19453,1,Phúc Diễn,Phúc Diễn,2,Đường,Từ Liêm,Từ Liêm
898,21142,1,Phúc Diễn,Phúc Diễn,2,Đường,Từ Liêm,Từ Liêm
16461,19455,1,Phúc Minh,Phúc Minh,2,Đường,Từ Liêm,Từ Liêm
2128,21143,1,Phùng Khoang,Phùng Khoang,2,Đường,Từ Liêm,Từ Liêm
899,21144,1,Phương Canh,Phương Canh,2,đường,Từ Liêm,Từ Liêm
5067,21145,1,Quang Tiến,Quang Tiến,2,Đường,Từ Liêm,Từ Liêm
3926,21148,1,Sa Đôi,Sa Đôi,2,Đường,Từ Liêm,Từ Liêm
721,19460,1,Sông Nhuệ,Sông Nhuệ,2,Đường,Từ Liêm,Từ Liêm
1042,21149,1,Tân Mỹ,Tân Mỹ,2,Đường,Từ Liêm,Từ Liêm
4014,19462,1,Tân Nhuệ,Tân Nhuệ,2,Đường,Từ Liêm,Từ Liêm
24037,19464,1,Tân Phong,Tân Phong,2,Đường,Từ Liêm,Từ Liêm
914,19465,1,Tân Xuân,Tân Xuân,2,Đường,Từ Liêm,Từ Liêm
914,21150,1,Tân Xuân,Tân Xuân,2,Đường,Từ Liêm,Từ Liêm
3908,19467,1,Tăng Thiết Giáp,Tăng Thiết Giáp,2,Đường,Từ Liêm,Từ Liêm
3908,21151,1,Tăng Thiết Giáp,Tăng Thiết Giáp,2,Đường,Từ Liêm,Từ Liêm
4933,1431,1,Xã Tây Mỗ,Tây Mỗ,1,Xã,Từ Liêm,Từ Liêm
4069,19468,1,Tây Tựu,Tây Tựu,2,Đường,Từ Liêm,Từ Liêm
4934,1152,1,Xã Tây Tựu,Tây Tựu,1,Xã,Từ Liêm,Từ Liêm
3920,21163,1,Thiên Hiền,Thiên Hiền,2,Đường,Từ Liêm,Từ Liêm
4935,1153,1,Xã Thượng Cát,Thượng Cát,1,Xã,Từ Liêm,Từ Liêm
896,19470,1,Thụy Phương,Thụy Phương,2,Đường,Từ Liêm,Từ Liêm
986,21166,1,Tố Hữu,Tố Hữu,2,Đường,Từ Liêm,Từ Liêm
745,21167,1,Tôn Thất Thuyết,Tôn Thất Thuyết,2,Đường,Từ Liêm,Từ Liêm
736,21168,1,Trần Bình,Trần Bình,2,Phố,Từ Liêm,Từ Liêm
720,19473,1,Trần Cung,Trần Cung,2,Phố,Từ Liêm,Từ Liêm
737,21169,1,Trần Hữu Dực,Trần Hữu Dực,2,Đường,Từ Liêm,Từ Liêm
726,21172,1,Trần Văn Cẩn,Trần Văn Cẩn,2,Đường,Từ Liêm,Từ Liêm
722,21173,1,Trần Văn Lai,Trần Văn Lai,2,Đường,Từ Liêm,Từ Liêm
16894,19474,1,Trung Tựu,Trung Tựu,2,Đường,Từ Liêm,Từ Liêm
4937,1432,1,Xã Trung Văn,Trung Văn,1,Xã,Từ Liêm,Từ Liêm
5116,21176,1,Tu Hoàng,Tu Hoàng,2,Đường,Từ Liêm,Từ Liêm
2116,19475,1,Văn Tiến Dũng,Văn Tiến Dũng,2,Đường,Từ Liêm,Từ Liêm
2116,21177,1,Văn Tiến Dũng,Văn Tiến Dũng,2,Đường,Từ Liêm,Từ Liêm
3921,19477,1,Văn Trì,Văn Trì,2,Đường,Từ Liêm,Từ Liêm
17599,21180,1,Vũ Quỳnh,Vũ Quỳnh,2,Đường,Từ Liêm,Từ Liêm
17598,21181,1,Vườn Cam,Vườn Cam,2,Đường,Từ Liêm,Từ Liêm
4938,1155,1,Xã Xuân Đỉnh,Xuân Đỉnh,1,Phường,Từ Liêm,Từ Liêm
825,19480,1,Xuân Đỉnh,Xuân Đỉnh,2,Đường,Từ Liêm,Từ Liêm
15267,19481,1,Xuân La,Xuân La,2,Đường,Từ Liêm,Từ Liêm
15267,21184,1,Xuân La,Xuân La,2,Đường,Từ Liêm,Từ Liêm
4939,1433,1,Xã Xuân Phương,Xuân Phương,1,Phường,Từ Liêm,Từ Liêm
3919,21185,1,Xuân Phương,Xuân Phương,2,Đường,Từ Liêm,Từ Liêm
19444,9979,1,Xã Tê Xăng,Tê Xăng,1,Xã,Huyện Tu Mơ Rông,Tu Mơ Rông
19457,9980,1,Xã Tu Mơ Rông,Tu Mơ Rông,1,Xã,Huyện Tu Mơ Rông,Tu Mơ Rông
19461,9981,1,Xã Văn Xuôi,Văn Xuôi,1,Xã,Huyện Tu Mơ Rông,Tu Mơ Rông
15518,8175,1,Thị Trấn La Hà,La Hà,1,Thị trấn,Huyện Tư Nghĩa,Tư Nghĩa
16209,8177,1,Xã Nghĩa Điền,Nghĩa Điền,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16219,8178,1,Xã Nghĩa Hiệp,Nghĩa Hiệp,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16210,8179,1,Xã Nghĩa Hòa,Nghĩa Hòa,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16216,8180,1,Xã Nghĩa Kỳ,Nghĩa Kỳ,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16213,8181,1,Xã Nghĩa Lâm,Nghĩa Lâm,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16221,8182,1,Xã Nghĩa Mỹ,Nghĩa Mỹ,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16220,8184,1,Xã Nghĩa Phương,Nghĩa Phương,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16211,8185,1,Xã Nghĩa Sơn,Nghĩa Sơn,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16214,8186,1,Xã Nghĩa Thắng,Nghĩa Thắng,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16212,8187,1,Xã Nghĩa Thọ,Nghĩa Thọ,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16215,8188,1,Xã Nghĩa Thuận,Nghĩa Thuận,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16218,8189,1,Xã Nghĩa Thương,Nghĩa Thương,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
16217,8190,1,Xã Nghĩa Trung,Nghĩa Trung,1,Xã,Huyện Tư Nghĩa,Tư Nghĩa
15519,8191,1,Thị Trấn Sông Vệ,Sông Vệ,1,Thị trấn,Huyện Tư Nghĩa,Tư Nghĩa
13613,3864,1,Phường Châu Khê,Châu Khê,1,Phường,Thị xã Từ Sơn,Từ Sơn
13614,3865,1,Phường Đình Bảng,Đình Bảng,1,Phường,Thị xã Từ Sơn,Từ Sơn
13615,3866,1,Phường Đồng Kỵ,Đồng Kỵ,1,Phường,Thị xã Từ Sơn,Từ Sơn
13616,3867,1,Phường Đông Ngàn,Đông Ngàn,1,Phường,Thị xã Từ Sơn,Từ Sơn
13617,3868,1,Phường Đồng Nguyên,Đồng Nguyên,1,Phường,Thị xã Từ Sơn,Từ Sơn
13617,3869,1,Phường Đồng Nguyên,Đồng Nguyên,1,Xã,Thị xã Từ Sơn,Từ Sơn
13620,3870,1,Xã Hương Mạc,Hương Mạc,1,Xã,Thị xã Từ Sơn,Từ Sơn
13621,3871,1,Xã Phù Chẩn,Phù Chẩn,1,Xã,Thị xã Từ Sơn,Từ Sơn
13622,3872,1,Xã Phù Khê,Phù Khê,1,Xã,Thị xã Từ Sơn,Từ Sơn
13623,3873,1,Xã Tam Sơn,Tam Sơn,1,Xã,Thị xã Từ Sơn,Từ Sơn
13618,3874,1,Phường Tân Hồng,Tân Hồng,1,Phường,Thị xã Từ Sơn,Từ Sơn
13619,3875,1,Phường Trang Hạ,Trang Hạ,1,Phường,Thị xã Từ Sơn,Từ Sơn
13624,3876,1,Xã Tương Giang,Tương Giang,1,Xã,Thị xã Từ Sơn,Từ Sơn
22055,11167,1,xã Huổi Só,Huổi Só,1,Xã,Huyện Tủa Chùa,Tủa Chùa
22056,11168,1,xã Lao Xả Phình,Lao Xả Phình,1,Xã,Huyện Tủa Chùa,Tủa Chùa
22057,11169,1,xã Mường Báng,Mường Báng,1,Xã,Huyện Tủa Chùa,Tủa Chùa
22058,11170,1,xã Mường Đun,Mường Đun,1,Xã,Huyện Tủa Chùa,Tủa Chùa
22059,11171,1,xã Sáng Nhè,Sáng Nhè,1,Xã,Huyện Tủa Chùa,Tủa Chùa
22060,11173,1,xã Sính Phình,Sính Phình,1,Xã,Huyện Tủa Chùa,Tủa Chùa
22061,11174,1,xã Tả Phìn,Tả Phìn,1,Xã,Huyện Tủa Chùa,Tủa Chùa
22062,11175,1,xã Tả Sìn Thàng,Tả Sìn Thàng,1,Xã,Huyện Tủa Chùa,Tủa Chùa
22063,11176,1,xã Trung Thu,Trung Thu,1,Xã,Huyện Tủa Chùa,Tủa Chùa
22054,11177,1,thị trấn Tủa Chùa,Tủa Chùa,1,Xã,Huyện Tủa Chùa,Tủa Chùa
22064,11178,1,xã Tủa Thàng,Tủa Thàng,1,Xã,Huyện Tủa Chùa,Tủa Chùa
18564,11179,1,xã Chiềng Đông,Chiềng Đông,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18565,11180,1,xã Chiềng Sinh,Chiềng Sinh,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18566,11181,1,xã Mùn Chung,Mùn Chung,1,Xã,Huyện Tuần Giáo,Tuần Giáo
16800,11182,1,xã Mường Khong,Mường Khong,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18567,11183,1,xã Mường Mùn,Mường Mùn,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18581,11184,1,xã Mường Thín,Mường Thín,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18583,11185,1,xã Nà Sáy,Nà Sáy,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18586,11186,1,xã Nà Tòng,Nà Tòng,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18587,11187,1,xã Phình Sáng,Phình Sáng,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18588,11188,1,xã Pú Nhung,Pú Nhung,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18589,11189,1,xã Pú Xi,Pú Xi,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18590,11190,1, xã Quài Cang,Quài Cang,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18591,11191,1,xã Quài Nưa,Quài Nưa,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18592,11192,1,xã Quài Tở,Quài Tở,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18593,11193,1,xã Rạng Đông,Rạng Đông,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18594,11194,1,xã Ta Ma,Ta Ma,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18595,11195,1,xã Tênh Phông,Tênh Phông,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18596,11196,1,xã Tỏa Tình,Tỏa Tình,1,Xã,Huyện Tuần Giáo,Tuần Giáo
18600,11197,1,thị trấn Tuần Giáo,Tuần Giáo,1,Thị trấn,Huyện Tuần Giáo,Tuần Giáo
21399,5118,1,Thị trấn Hòa Bình,Hòa Bình,1,Thị trấn,Huyện Tương Dương,Tương Dương
21408,5119,1,xã Hữu Khuông,Hữu Khuông,1,Thị trấn,Huyện Tương Dương,Tương Dương
21407,5120,1,xã Lượng Minh,Lượng Minh,1,Thị trấn,Huyện Tương Dương,Tương Dương
21406,5121,1,xã Lưu Kiền,Lưu Kiền,1,Thị trấn,Huyện Tương Dương,Tương Dương
21410,5122,1,xã Mai Sơn,Mai Sơn,1,Thị trấn,Huyện Tương Dương,Tương Dương
21415,5123,1,xã Nga My,Nga My,1,Thị trấn,Huyện Tương Dương,Tương Dương
21409,5124,1,xã Nhôn Mai,Nhôn Mai,1,Thị trấn,Huyện Tương Dương,Tương Dương
21401,5125,1,xã Tam Đình,Tam Đình,1,Thị trấn,Huyện Tương Dương,Tương Dương
21403,5126,1,xã Tam Hợp,Tam Hợp,1,Thị trấn,Huyện Tương Dương,Tương Dương
21400,5127,1,xã Tam Quang,Tam Quang,1,Thị trấn,Huyện Tương Dương,Tương Dương
21402,5128,1,xã Tam Thái,Tam Thái,1,Thị trấn,Huyện Tương Dương,Tương Dương
21404,5129,1,xã Thạch Giám,Thạch Giám,1,Thị trấn,Huyện Tương Dương,Tương Dương
21405,5130,1,xã Xá Lượng,Xá Lượng,1,Thị trấn,Huyện Tương Dương,Tương Dương
21416,5131,1,xã Xiêng My,Xiêng My,1,Thị trấn,Huyện Tương Dương,Tương Dương
21413,5132,1,xã Yên Hòa,Yên Hòa,1,Thị trấn,Huyện Tương Dương,Tương Dương
21411,5133,1,xã Yên Na,Yên Na,1,Thị trấn,Huyện Tương Dương,Tương Dương
21414,5134,1,xã Yên Thắng,Yên Thắng,1,Thị trấn,Huyện Tương Dương,Tương Dương
